result,評価項目,評価表現,評判情報
"",画質,も悪くなく,画質も悪くなく、デジカメを肌身はなさずいろんなことに使いたい人にはもってこいだと思います。
"",画質,になります,撮影画質については、標準設定で使うといまいちですが(ほとんどのレビュー記事は標準設定での記事のようです)、パラメータを調整すると、十分満足する画質になります。
"",画質,は良い,JPEG撮りの画質はK100Dの方がはっきり良い。
"",画質,はあります,画質は若干アンダーで写る傾向があります。
"",画質,はいいと,画質は、いいと思います。
"",画質,が良く,カラーがシルバーしか無いなどで、他メーカーのオシャレなカメラと迷いましたが、プリントアウトしたときの画質が良く、説明書いらずな位の操作のしやすさにとても満足です。
"",画質,がいい,・以前S7を使っていた事がありますが、比較すると画質が凄くいい。
"",画質,はものです,それから、ピントさえ合っていれば絞り開放でも画質はかなりのものです。
"",画質,もよく,まあまあこのサイズの小型軽量デジカメにしては珍しく1/1.8型CCDを搭載し、画質もよく、MFも可能です。
"",画質,はいいです,・商品価格にしては、画質はいいです。
"",画質,はいいです,画質はわりといいです。
"",画質,も良い,マクロにしなくてもズームで10センチ以上から撮れて画質もそこそこ___良い。
"",画質,は素晴らしい,味あり詳細な画質は、今見ても素晴らしい。
"",画質,も良い,必要十分の機能、自然な発色で画質も良い。
"",画質,は良い,Vレンズが意外に良いのもあって画質は意外に良い。
"",画質,も良く,画質も良く、ペット(犬)を撮影しても自然な感じ。
"",画質,も悪くなく,動画の画質も悪くなく、気兼ねせずに持ち歩くカメラとしては合格点だと思います。
"",画質,に満足しています,留7Digitalを愛用していますが、被写体によっては多少黄色がかる画質とアンダー目の露出(なれれば露出補正で対処可)以外はとても奥行き感、透明感のある画質に満足しています。
"",画質,は思います,画質は、最近では少な目の画素610万を上手に生かしている、と思います。
"",画質,は思いますが,画質はこの価格帯を踏まえれば十分かと思いますが上には上があると思いますのでこの程度。
"",画質,は思います,画質は、今まで多くの人達の作品を拝見しておりましたし、それらの評判通り、デジカメとしては、これ以上を期待できないくらい、十分だと思います。
"",画質,は良いです,画質は良いです。
"",画質,はありますが,画質は定評がありますが、どちらを採るかは、人それぞれだと思います。
"",画質,は思いますが,画質は良いとは思いますが、場合によってはポスターのグラフィックみたいになってしまう時があってとまどいます。
"",画質,はない,画質は文句はない。
"",画質,には満足しています,少々辛口の評価になりましたが、画質には非常に満足しています。
