result,評価項目,評価表現,評判情報
"",画質,は最高です,画質は最高です。
"",画質,もなく,また画質も申し分なく写真に立体感があり、味のある写真撮影が可能かと思います。
"",画質,は良いと,画質は良いと思っています。
"",画質,は良いですね,こういう画質は、数年後に見た時もがっかりすることが少なくて、思い出を蘇らせるしっかりとした記録になるので良いですね。
"",画質,は無いので,画質は比較できるデジカメが無いので何とも言えません。
"",画質,が良い,軽くコンパクトでしかも寄れて画質が良い標準レンズです。
"",画質,が良いので,ていうか本当はそれ以上に画質が良いので4.5点。
"",画質,に満足しています,まだ性能を活かしきれていないと思いますが、フォーカスの精度、逆光でのフレアの少なさ、開放での画質に大変満足しています。
"",画質,も満足しています,そもそもメカ部分を重視で購入しましたので・・・でも私的には画質も十分満足しています。
"",画質,は思います,好みもありましょうが、17-35mmf2.8ズームのワイド端より画質はよいように思います。
"",画質,にない,写真の仕事をしているのではないので、画質に不満はない。
"",画質,はなりません,それに、コンパクトデジタルに比較すると、画質は比べ物になりません。
"",画質,がいい,18mm〜55mmのズームレンズも、予想以上にシャープに描写し、画質がいい。
"",画質,が良い,但し子供の撮影にはもっとソフトな画質が良い。
"",画質,が良くて,画質が良くて、値段も安い!
"",画質,は良いと,画質は値段からするとかなり良いと思います
"",画質,はいいと,画質は、非常にいいと思います。
"",画質,もいいと,ニコンさんはキャノンさんより安いし、画質もいいと思います。
"",画質,はあり,デジタル一眼の画質は素材としての扱いやすさ重視ということで、地味な画質になっている機種もあり、一般ユーザーでは不満に思う人も多いようですが、本機はそうではありません。
"",画質,といい,値段の安さといい画質といい不満点はありませんねニコンは銀塩時代から一眼を使って居ます。
"",画質,が良く,2．高感度にしても画質が良く、いつも綺麗な写真が撮れる
"",画質,はいい,ピーキーな分割測光と派手目な味付けではあるが、かなり画質はいい。
"",画質,がいい,上位機種のキットレンズですが、D40ともバランスが良くなにより値段の割に画質がいい。
"",画質,は良いと,私は個人的に、画質はD40が一番良いと思います。
"",画質,は思います,コンデジ高級機と変わらない価格でこの画質は、抜群のコストパフォーマンスだと思います。
"",画質,は思います,画質は屋外での撮影であれば大変良いと思います。
"",画質,には満足しています,風景撮影が中心ですが、画質には大変満足しています。
"",画質,も良いです,見た目も高級感があり、画質も良いです。
